Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","124","Canada","5911","Export Quantity","S2735","Meat, Other","2019","2019","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","124","Canada","5911","Export Quantity","S2735","Meat, Other","2020","2020","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","124","Canada","5911","Export Quantity","S2735","Meat, Other","2021","2021","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2807","Rice and products","2017","2017","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2807","Rice and products","2018","2018","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2807","Rice and products","2019","2019","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2807","Rice and products","2020","2020","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2807","Rice and products","2021","2021","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2807","Rice and products","2017","2017","1000 t","16","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2807","Rice and products","2018","2018","1000 t","21","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2807","Rice and products","2019","2019","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2807","Rice and products","2020","2020","1000 t","26","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2807","Rice and products","2021","2021","1000 t","21","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2520","Cereals, Other","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2520","Cereals, Other","2018","2018","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2520","Cereals, Other","2019","2019","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2520","Cereals, Other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2520","Cereals, Other","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5911","Export Quantity","S2520","Cereals, Other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2531","Potatoes and products","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2531","Potatoes and products","2018","2018","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2531","Potatoes and products","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2531","Potatoes and products","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2531","Potatoes and products","2021","2021","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2531","Potatoes and products","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2531","Potatoes and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2531","Potatoes and products","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2531","Potatoes and products","2020","2020","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2531","Potatoes and products","2021","2021","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2580","Olive Oil","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2580","Olive Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2580","Olive Oil","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2580","Olive Oil","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2580","Olive Oil","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2605","Vegetables, other","2017","2017","1000 t","96","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2605","Vegetables, other","2018","2018","1000 t","98","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2605","Vegetables, other","2019","2019","1000 t","98","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2605","Vegetables, other","2020","2020","1000 t","99","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2605","Vegetables, other","2021","2021","1000 t","100","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2605","Vegetables, other","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2605","Vegetables, other","2018","2018","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2605","Vegetables, other","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2605","Vegetables, other","2020","2020","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2605","Vegetables, other","2021","2021","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5911","Export Quantity","S2605","Vegetables, other","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5911","Export Quantity","S2605","Vegetables, other","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2630","Coffee and products","2017","2017","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2630","Coffee and products","2018","2018","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2630","Coffee and products","2019","2019","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2630","Coffee and products","2020","2020","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2630","Coffee and products","2021","2021","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2630","Coffee and products","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2630","Coffee and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2630","Coffee and products","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2630","Coffee and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2630","Coffee and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5911","Export Quantity","S2630","Coffee and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5911","Export Quantity","S2630","Coffee and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2735","Meat, Other","2017","2017","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2735","Meat, Other","2018","2018","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2735","Meat, Other","2019","2019","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2735","Meat, Other","2020","2020","1000 t","24","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5511","Production","S2735","Meat, Other","2021","2021","1000 t","24","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2735","Meat, Other","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2735","Meat, Other","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","140","Central African Republic","5611","Import Quantity","S2735","Meat, Other","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2807","Rice and products","2017","2017","1000 t","264","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2807","Rice and products","2018","2018","1000 t","260","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2807","Rice and products","2019","2019","1000 t","291","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2807","Rice and products","2020","2020","1000 t","278","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2807","Rice and products","2021","2021","1000 t","243","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2807","Rice and products","2017","2017","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2807","Rice and products","2018","2018","1000 t","17","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2807","Rice and products","2019","2019","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2807","Rice and products","2020","2020","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2807","Rice and products","2021","2021","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2807","Rice and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2520","Cereals, Other","2017","2017","1000 t","449","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2520","Cereals, Other","2018","2018","1000 t","579","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2520","Cereals, Other","2019","2019","1000 t","528","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2520","Cereals, Other","2020","2020","1000 t","538","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2520","Cereals, Other","2021","2021","1000 t","494","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2520","Cereals, Other","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2520","Cereals, Other","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2520","Cereals, Other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2520","Cereals, Other","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2520","Cereals, Other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2531","Potatoes and products","2017","2017","1000 t","41","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2531","Potatoes and products","2018","2018","1000 t","42","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2531","Potatoes and products","2019","2019","1000 t","40","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2531","Potatoes and products","2020","2020","1000 t","37","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2531","Potatoes and products","2021","2021","1000 t","39","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2531","Potatoes and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2531","Potatoes and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2531","Potatoes and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2531","Potatoes and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2531","Potatoes and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2580","Olive Oil","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2580","Olive Oil","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2580","Olive Oil","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2580","Olive Oil","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2580","Olive Oil","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2605","Vegetables, other","2017","2017","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2605","Vegetables, other","2018","2018","1000 t","88","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2605","Vegetables, other","2019","2019","1000 t","88","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2605","Vegetables, other","2020","2020","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2605","Vegetables, other","2021","2021","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2605","Vegetables, other","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2605","Vegetables, other","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2605","Vegetables, other","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2605","Vegetables, other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2605","Vegetables, other","2021","2021","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2605","Vegetables, other","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2605","Vegetables, other","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2605","Vegetables, other","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2605","Vegetables, other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2605","Vegetables, other","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2630","Coffee and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2630","Coffee and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2630","Coffee and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2630","Coffee and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5911","Export Quantity","S2630","Coffee and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2735","Meat, Other","2017","2017","1000 t","12","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2735","Meat, Other","2018","2018","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2735","Meat, Other","2019","2019","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2735","Meat, Other","2020","2020","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","S2735","Meat, Other","2021","2021","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2735","Meat, Other","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2735","Meat, Other","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2735","Meat, Other","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2735","Meat, Other","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","148","Chad","5611","Import Quantity","S2735","Meat, Other","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2807","Rice and products","2017","2017","1000 t","128","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2807","Rice and products","2018","2018","1000 t","193","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2807","Rice and products","2019","2019","1000 t","175","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2807","Rice and products","2020","2020","1000 t","170","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2807","Rice and products","2021","2021","1000 t","146","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2807","Rice and products","2017","2017","1000 t","242","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2807","Rice and products","2018","2018","1000 t","260","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2807","Rice and products","2019","2019","1000 t","242","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2807","Rice and products","2020","2020","1000 t","307","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2807","Rice and products","2021","2021","1000 t","290","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2807","Rice and products","2017","2017","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2807","Rice and products","2018","2018","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2807","Rice and products","2019","2019","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2807","Rice and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2807","Rice and products","2021","2021","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2520","Cereals, Other","2017","2017","1000 t","119","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2520","Cereals, Other","2018","2018","1000 t","143","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2520","Cereals, Other","2019","2019","1000 t","148","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2520","Cereals, Other","2020","2020","1000 t","93","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2520","Cereals, Other","2021","2021","1000 t","55","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2520","Cereals, Other","2017","2017","1000 t","17","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2520","Cereals, Other","2018","2018","1000 t","16","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2520","Cereals, Other","2019","2019","1000 t","22","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2520","Cereals, Other","2020","2020","1000 t","47","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2520","Cereals, Other","2021","2021","1000 t","164","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2520","Cereals, Other","2017","2017","1000 t","30","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2520","Cereals, Other","2018","2018","1000 t","39","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2520","Cereals, Other","2019","2019","1000 t","50","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2520","Cereals, Other","2020","2020","1000 t","52","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2520","Cereals, Other","2021","2021","1000 t","40","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2531","Potatoes and products","2017","2017","1000 t","1426","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2531","Potatoes and products","2018","2018","1000 t","1183","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2531","Potatoes and products","2019","2019","1000 t","1163","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2531","Potatoes and products","2020","2020","1000 t","1288","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2531","Potatoes and products","2021","2021","1000 t","995","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2531","Potatoes and products","2017","2017","1000 t","231","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2531","Potatoes and products","2018","2018","1000 t","262","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2531","Potatoes and products","2019","2019","1000 t","266","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2531","Potatoes and products","2020","2020","1000 t","212","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2531","Potatoes and products","2021","2021","1000 t","337","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2531","Potatoes and products","2017","2017","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2531","Potatoes and products","2018","2018","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2531","Potatoes and products","2019","2019","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2531","Potatoes and products","2020","2020","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2531","Potatoes and products","2021","2021","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2580","Olive Oil","2017","2017","1000 t","22","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2580","Olive Oil","2018","2018","1000 t","21","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2580","Olive Oil","2019","2019","1000 t","18","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2580","Olive Oil","2020","2020","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2580","Olive Oil","2021","2021","1000 t","23","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2580","Olive Oil","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2580","Olive Oil","2018","2018","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2580","Olive Oil","2019","2019","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2580","Olive Oil","2020","2020","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2580","Olive Oil","2021","2021","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2580","Olive Oil","2017","2017","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2580","Olive Oil","2018","2018","1000 t","15","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2580","Olive Oil","2019","2019","1000 t","11","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2580","Olive Oil","2020","2020","1000 t","16","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2580","Olive Oil","2021","2021","1000 t","13","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2605","Vegetables, other","2017","2017","1000 t","969","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2605","Vegetables, other","2018","2018","1000 t","1031","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2605","Vegetables, other","2019","2019","1000 t","1019","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2605","Vegetables, other","2020","2020","1000 t","1051","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","S2605","Vegetables, other","2021","2021","1000 t","996","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2605","Vegetables, other","2017","2017","1000 t","121","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2605","Vegetables, other","2018","2018","1000 t","128","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2605","Vegetables, other","2019","2019","1000 t","149","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2605","Vegetables, other","2020","2020","1000 t","183","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2605","Vegetables, other","2021","2021","1000 t","263","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2605","Vegetables, other","2017","2017","1000 t","35","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2605","Vegetables, other","2018","2018","1000 t","44","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2605","Vegetables, other","2019","2019","1000 t","46","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2605","Vegetables, other","2020","2020","1000 t","39","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2605","Vegetables, other","2021","2021","1000 t","42","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2630","Coffee and products","2017","2017","1000 t","28","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2630","Coffee and products","2018","2018","1000 t","28","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2630","Coffee and products","2019","2019","1000 t","35","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2630","Coffee and products","2020","2020","1000 t","29","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5611","Import Quantity","S2630","Coffee and products","2021","2021","1000 t","37","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2630","Coffee and products","2017","2017","1000 t","10","I","Imputed value"
"FBS","Food Balances (2010-)","152","Chile","5911","Export Quantity","S2630","Coffee and products","2018","2018","1000 t","9","I","Imputed value"
